lockitver|DO NOT DELETE THIS LINE! Tradução PTBR - 2018-2021 - by Evandro Neto
ip_politics|Warband: Política
ip_politics_text|Os reinos de Pendor, apesar de apresentarem culturas muito diferentes, todos seguem o mesmo sistema político básico: o feudalismo. O feudalismo se baseia nas relações entre os indivíduos: os juramentos de lealdade prestados por um vassalo a seu senhor. Em retorno deste juramento, o vassalo geralmente receberá um feudo, uma porção de terra cujos recursos serão utilizados por ele para recrutar tropas com as quais apoiarão o soberano em tempos de guerra. Um soberano também tem a obrigação de proteger a seus vassalos, e de tratá-los com justiça.^^Assim é como funciona o sistema, na teoria. Na prática, os vassalos nem sempre desempenham seu trabalho em interesse de toda sua facção, já que muitas vezes lutam entre si. Os nobres têm diferentes personalidades, e às vezes elas se chocam. Ou, talvez dois nobres sejam amigos, mas tal relação pode deteriorar-se depois de uma derrota... ou porque ambos pretendem cortejar a mesma dama. O ciúme virá a tona na medida em que competirem entre si pelo favor de seu rei... talvez sobre as terras recém-conquistadas, ou sobre suas pretensões de ser nomeado marechal do reino, o lorde encarregado da organização das campanhas militares do reino em larga escala.^^Quando um reino em Pendor entra em guerra com outro, a unidade política de cada um deles é tão importante quanto a qualidade ou o número de seus soldados para conseguir um resultado vitorioso. Em um reino coeso, os nobres se unirão em uma grande força para varrer seus adversários antes deles. Em um reino dividido por discussões tolas, haverá lordes que não responderão aos chamados de seu marechal, ou se afastarão para atender seus próprios assuntos se a campanha não estiver indo bem. A coesão política de uma facção também afetará a guerra quando as campanhas não estão em andamento. Em uma facção dividida é menos provável que os lordes se juntem aos ataques e patrulhas, e que ajudem na defesa das terras de outros nobres.^^Se parece improdutivo que os nobres se dediquem a discutir e lutar entre si quando o inimigo está no horizonte, tenha em mente, em última instância, que a lealdade de um nobre não está em uma facção ou cultura em particular, e sim em si mesmo e na sua família. Se um nobre teme que sua facção está desmoronando ou que está sendo descuidada por seu senhor, geralmente ele pode encontrar um motivo para retirar seu juramento de fidelidade, e mudar de lado. Os jogadores devem ter isto sempre em mente, já que podem encontrar boas oportunidades para converter antigos inimigos descontentes em novos aliados.^^
ip_character_backgrounds|Warband: Biografia do Personagem
ip_character_backgrounds_text|O jogador pode optar para que seu personagem em Pendor proceda de uma variedade de origens sociais. Esta escolha afetará não apenas seus equipamentos e habilidades no início do jogo, mas também o curso de sua carreira como aventureiro.^^A guerra e a política em Pendor encontram-se tradicionalmente dominadas pela aristocracia masculina. Um jogador com um personagem de origem nobre receberá um convite ao "clube de velhos amigos" com bastante rapidez, enquanto que as mulheres e os plebeus podem enfrentar alguns obstáculos adicionais no caminho. Se você decidir iniciar o jogo como um homem nobre, pode-se entender que esta é a forma 'fácil' de começar o jogo. Começar como um plebeu é um pouco mais difícil^^No entanto, as mulheres possuem também algumas vantagens no início. Tradicionalmente é mais fácil para uma mulher se casar e subir socialmente do que é um homem, e uma mulher pode perceber que ganha mais de uma estratégica aliança marital do que sua contraparte masculina.^^Por último, o jogador deve estar ciente de que o jogo não limita a mobilidade ascendente dos personagens baseando-se unicamente em seus antecessores. Nobre ou plebeu, homem ou mulher, casado ou não... qualquer um pode crescer e se tornar o soberano de toda Pendor, se for suficientemente corajoso, afortunado ou habilidoso.^^
ip_military_campaigns|Warband: Campanhas Militares
ip_military_campaigns_text|Quando os reinos em Pendor marcham para a guerra, seus exércitos têm duas opções ofensivas básicas. Eles podem tentar atacar as aldeias e destruir os campos, danificando o prestígio e a economia de seus inimigos, ou então, tentar conquistar e manter castelos ou cidades, ganhando novos territórios. Esta última implica em longos e sangrentos cercos, mas trarão resultados decisivos.^^É importante salientar que nos domínios de Pendor não há exércitos permanentes, que permaneçam no campo de batalha apenas aguardando ordens do governante. Em vez disso, os reinos Pendorianos estão protegidos pelas comitivas feudais compostas pelos nobres mais importantes e seus séquitos individuais. Às vezes, estes nobres lançam ataques por sua conta contra o território inimigo, mas os acontecimentos mais decisivos geralmente ocorrerão quando os grandes exércitos dos reinos se chocarem. O marechal do reino, um nobre designado pelo rei, convocará as tropas antes da campanha e os conduzirá à batalha. No entanto, ele deve ter o cuidado de não mantê-los no campo por muito tempo, caso contrário, os exércitos começam a desintegrar-se, já que os vassalos decidirão seguir seus próprios caminhos e o exército se tornará vulnerável a qualquer contra-ataque.^^Por esta razão, o ritmo das guerras em Pendor muitas vezes se assemelha ao ritmo de um duelo entre dois combatentes individuais. Um lado reunirá sua força e procurará dar um golpe contra o território do inimigo. Se o marechal passa muito pouco tempo reunindo os vassalos, ele pode não ser capaz de causar reais danos. Se ele gasta muito tempo, a campanha pode terminar antes mesmo de ter começado. Um reino grande terá vantagem sobre outro menor, assim como um combatente forte tem uma vantagem sobre um inimigo menor, mas a coesão política de um reino também pode ser um fator, assim como um lutador com grande resistência pode durar mais que seu oponente. Às vezes os exércitos dos reinos se encontrarão cara a cara, resultando em uma grande batalha onde a superioridade numérica e a moral das tropas decidirão o resultado.^^Os reinos devem agir com inteligência em suas campanhas militares. Antes de atacar, convém enviar batedores para explorar o território inimigo e saber quais fortalezas podem ser mais vulneráveis. Um exército que defende sua pátria se beneficiará claramente das defesas apresentadas em castelos e cidades, que transmitem informação sobre os movimentos do inimigo na área. No entanto, estes relatórios também serão imprecisos, especialmente no que diz respeito ao número de tropas inimigas. Uma força defensora que defende um cerco ou resgata uma aldeia pode ser capaz de reprimir um atacante despreparado... ou pode calcular mal, e descobrir que é ele quem está sendo superado. Um exército atacante, por sua vez, deve ter cuidado à medida que avança pelo território inimigo, já que às vezes há marechais agressivos que aventuram-se mais além do que se aconselha a prudência.^^Espera-se que os jogadores se juntem às campanhas militares de sua facção, seja unindo-se à coluna principal do exército, ou explorando à frente em território inimigo. Alguns jogadores podem achar que o marechal de seu reino é muito prudente ou agressivo demais para seu gosto. Neste caso, eles podem conspirar com outros lordes para tentar substituir o marechal, ou conseguir apoios para se tornar o próprio marechal.^^A maioria das guerras são de duração limitada. Um rei que vai à guerra, por uma questão de honra, se sente obrigado a manter vivo o conflito em curto prazo. No entanto, a menos que seja profundamente importante derrotar seu inimigo, em breve ele poderia começar a procurar uma solução para o conflito, para evitar tornar-se vulnerável ao ataque de um terceiro. Os governantes de Pendor são muito conscientes de que o aliado de hoje pode ser o inimigo de amanhã, e vice-versa.^^
ip_pendor_history|Pendor: A História
ip_pendor_history_text|Quase um milênio atrás^^A guerra dos Titãs lançou as bases para a ascensão do Homem. Uma guerra terrível, entre antigas raças anciãs, deixou o mundo despojado de magia, e aquelas magníficas e lendárias pessoas, uma vez tão poderosas, agora eram apenas o material de contos e lendas. Somente os reclusos Noldor remanesceram daqueles tempos, e suas cidades, outrora grandes e suntuosas, estão todas destruídas, exceto uma.^^Trezentos e cinquenta e quatro anos atrás: a Fundação de Pendor.^^É o tempo do Homem. A história gira em torno das terras férteis de Pendor e nas lutas dos povos, seus líderes e seu destino. Várias centenas de anos atrás, um único Reino foi forjado pela espada e pelo fogo. A paz foi mantida e a prosperidade veio para o reino, fazendo-o florescer. Cinco gerações de Reis Pendorianos sentaram-se no Trono de Prata em Sarleon e durante quase duzentos anos guiaram o destino de sua terra e seus súditos.^^Da Fundação de Pendor: o ano é 198^^A queda do Reino foi tão veloz quanto a sua torpeza. Um único mês, trinta dias, e o império estava em farrapos. A ironia consiste no fato de que não foi pela espada em uma batalha e nem por alguma magia negra que as mortes do rei e sua família decorreram. Mas por um assassino invisível, uma doença, a praga vermelha que devastou a terra e cortou os povos do Reino, grandes e pequenos, como um assassino na noite.^A família real tinha perecido, e não havia Rei para governar a terra. Então vieram as invasões que despedaçaram o reino, e o outrora orgulho Reino de Pendor tornou-se material de lendas.^Com a morte do Rei e seus herdeiros, houve caos. Vários senhores reivindicaram o trono e quase todos os nobres da terra começaram a disputar pela sucessão.^^Da Fundação de Pendor: o ano é 199^^Os acordos cuidadosamente estabelecidos, tréguas e alianças com as potências vizinhas tornaram-se questionáveis. No Norte, as tribos das montanhas começaram a invadir o coração de Pendor. Encorajados por seu sucesso e a falta de resposta dos Cavaleiros do Reino, eles avançaram ainda mais adentro e logo isso levou ao cerco de Rane. O Earl de Rane procurou a ajuda dos nobres da terra, mas as conspirações dos poderosos encontrou justificativas para não vir em seu auxílio. Muitos Lordes do Norte se uniram e formaram um pequeno exército que marchou para defender a cidade do ataque dos guerreiros das Montanhas da Névoa. A batalha foi sangrenta e feroz, no fim, o cerco foi levantado e os membros das tribos bárbaras e seus líderes xamãs foram forçados a voltarem para suas casas nas montanhas. Os Lordes do Norte, que lutaram valentemente naquele dia, decidiram estabelecer uma ordem de cavalaria, a Ordem do Dragão, composta pelos valentes guerreiros que defenderam a cidade. A notícia desta nova ordem não foi bem recebida por outras ordens de cavalaria ou pela nobreza ao Sul. Eles exigiram que a Ordem do Dragão fosse dissolvida, o que na mente dos orgulhosos guerreiros do Norte era um insulto imperdoável à sua bravura. O escárnio das outras ordens de cavalaria já estabelecidas e a falta de apoio para repelir os invasores de Rane, levaram os Lordes do Norte a romperem laços com os lordes do sul e declararam-se um Reino independente: O Reino de Ravenstern.^Atordoados com a sucessão das cidades do Norte e seus lordes, a nobreza Pendoriana restante não estava preparada para enfrentar o próximo desafio que decorreu dentro de poucos anos.^^Da Fundação de Pendor: o ano é 202^^Do sul, além do mar, o grande império Baccus lançou uma frota de ataque e desembarcou um poderoso exército nas costas de Pendor, conduzido pelo endurecido veterano de guerra General Oasar. Ele dirigiu a incursão para o interior, conquistando cidades e castelos, e parecia implacável. Ironicamente, dentro de poucos meses de campanha, um mensageiro trouxe ao general a notícia de que o Imperador havia sido assassinado e que o grande Império Baccus estava em guerra civil. Depois de receber esta notícia chocante, Oasar estabeleceu-se, com o apoio de vários Lordes de Pendor, como o Suserano de Janos e oficialmente rompeu com o que restava do Império Baccus. O grande Império Baccus entrou em colapso e se fragmentou em dezenas de principados, cidades-estados e reinos. O maior e mais poderoso está sob o domínio do sacerdócio da serpente: uma poderosa e aparentemente mística religião de sacerdotes guerreiros que adoram a inominada deusa das trevas, que se manifesta na forma de uma cobra.^Para o então grande reino de Pendor, isso significava que uma grande parte de suas terras, cidades e nobreza ao Sul agora estavam mortas ou juradas a servir este general arrivista que se autonomeou Suserano.^^Da Fundação de Pendor: o ano é 204^^Depois do estabelecimento do Reino de Ravenstern ao Norte e da invasão de Oasar, o poderoso Lorde Alfred, Duque de Sarleon, uniu os lordes de Pendor restantes e se autodeclarou o Rei de Sarleon. Durante dez anos, uma medida de paz foi mantida.^^Da fundação de Pendor: o ano é 213^^No extremo norte, através dos mares, viviam os vigorosos guerreiros de Vanskerry. Segmentados em Jarldoms, eles eram invasores e comerciantes. Com o fim do Império Baccus, muitos dos mercenários Vanskerry a seu serviço ficaram livres para voltar para as costas geladas de suas terras natais, lar de seus pais. As reflexões de um sábio nos confins de Vanskerry dizem: "A morte é encontrada na lâmina do inimigo e por causa disso sempre haverá problemas quando um guerreiro não tiver nada para fazer." Quando a notícia sobre os problemas de Pendor chegou ao Norte, ela foi recebida com um chamado às armas e promessas de pilhagem e mulheres. Logo, os navios de guerra encontraram nos litorais de Pendor uma terra fértil cheia de ouro e riquezas. Seus guerreiros bem armados e vigorosos começaram a invadir as cidades e vilas ao longo da costa e encontraram muito pouca resistência. Os Cavaleiros do Leão e os Senhores de Sarleon responderam patrulhando as áreas costeiras. Mesmo assim, os astutos invasores de Vanskerry conseguiram saquear aldeia após aldeia. Com tão pouca habilidade para se defender, os senhores mercantes das províncias costeiras de Pendor enviaram delegações aos Jarldoms para buscar alianças e proteção. No início eles foram rejeitados, mas com o tempo, quando as ofertas incluíram títulos e terras, muitos Jarls e seus huscarls começaram a ouvir. As terras de Vanskerry são acidentadas e frias, em comparação com as exuberantes e ricas pastagens de Pendor. A atração do bom clima e a chance de se tornar um Senhor de um castelo, ou mesmo um prefeito bem localizado de uma vila, atraíram muitos dos Jarls. Logo, muitas famílias Vanskerry deixaram as costas de suas terras natais e buscaram fortuna e prosperidade ao longo do litoral de Pendor. Alguns entraram para o serviço dos senhores pendorianos, outros se casaram com famílias nobres. Isso mudou muitas coisas no Reino, à medida que a cultura guerreira e as atitudes de Vanskerry foram introduzidas nas casas nobres dos senhores costeiros. Em uma geração, a lacuna cultural foi tão grande que os nobres costeiros se separaram do rei de Sarleon e formaram uma grosseira aliança de cidades-estado chamadas coletivamente de Fierdsvain.^^Da fundação de Pendor: o ano vai de 204 a 245^^A história continua sobre intrigas detalhadas, guerra e ações heróicas, bem como sobre os grandes vilões dessa terra. Há histórias sobre membros da tribo Jatu e sua fuga do Império e do General Oasar, tornando-se nômades nas pradarias orientais de Pendor. Existem os relatos detalhados da Ordem do Leão, uma ordem de cavalaria de Pendor, sua história e também traição de um deles, que resultou na ordem sendo declarada proscrita por anos até sua redenção sob o atual Rei de Sarleon. Capítulos foram dedicados aos D'Shar, um povo nômade que está evoluindo para uma força militar e econômica apenas para descobrir que seu pior inimigo são eles próprios. Tão fascinantes foram as referências aos encontros com os antigos Noldors e suas poderosas armas e encantamentos que mudaram a vida de muitos aventureiros. Fiquei especialmente atraído pela história de Madigan, um místico andarilho que profetizou a vinda de um herói que uniria os senhores do Pendor e reuniria o antigo reino. Sua história me tocou como se ele mesmo fosse o herói, tentando falar a verdade e sendo condenado à morte por suas crenças.^^
ip_pendor_present|Pendor: O Presente
ip_pendor_present_text|Da Fundação de Pendor: o ano é 354 - A Profecia despertou.^^O Norte: Ravenstern e os Bárbaros das Montanhas da Névoa^^Ao Norte, o Reino de Ravenstern repousa na encosta sul das serenas Montanhas da Névoa. Eles são um povo vigoroso e orgulhoso, que se adaptaram ao clima áspero do Norte. O governante de Ravenstern é o Rei Gregory IV, bisneto do Rei Gregory I, que liderou o ataque final no qual forçou os xamãs das tribos bárbaras do Norte a voltarem para suas casas nas Montanhas da Névoa. Cada dia desde aquela batalha, Ravenstern foi testado por constantes e diferentes incursões desses sanguinários guerreiros tribais. Os Lordes de Ravenstern são guerreiros assustadores, mas eles são bastante orgulhosos e muito individualistas. Existe uma forte e profunda cultura de competição entre esse povo que os tornam excelentes guerreiros individuais, embora em grupos eles tendem a ser indisciplinados. Os Cavaleiros da Ordem do Dragão, a nata da nobreza de Ravenstern, devem ser temidos em combate. Como a maioria das outras Ordens de Cavalaria no reino, esses Cavaleiros não juram lealdade a nenhum nobre, mas viajam com os Lordes do reino quando lhes é conveniente.^^O Oeste: O Fierdsvain e os incursores de Vanskerry^^Abrangendo toda a costa oeste está Fierdsvain, onde alguns dos Jarls de Vanskerry casaram e se misturaram com as pessoas do antigo reino, formando uma cultura guerreira única. A maioria dos ex-mercenários Jarls de Vanskerry que foram à guerra em nome do Imperador do Império Baccus, teve dificuldade em retornar para as frias e estéreis costas do Norte. Quando os emissários dos lordes litorâneos de Pendor chegaram, muitos aproveitaram a oportunidade de se estabelecerem em um clima melhor. No entanto, haviam muitos em Vanskerry que viam esses Jarls mercenários como traidores do código do Norte, e juraram tornar as terras detidas por eles em um ponto para saques e roubos. Independente disso, infundido com novo sangue, guerreiros fortes e um apetite tanto para a batalha quanto para o comércio, o Fierdsvain floresceu e se tornou tão poderoso quanto Sarleon.^^As cinzas de Pendor: O Reino de Sarleon^^O Reino de Sarleon domina o centro do mapa do jogo. O atual Rei, Ulric de Sarleon, é o descendente do Rei Alfred I, antigo Duque Alfred de Sarleon. Uma vez que o Rei Alfred estabeleceu o Reino de Sarleon, a maioria das Ordens de Cavalaria encarregadas de defender Pendor foram proibidas. A mais famosa das ordens proscritas foi a Ordem do Grifo: os guardiões da linhagem real de Pendor. Hoje apenas uma ordem ainda existe em Sarleon: a Ordem do Leão. Essa nobre ordem apoiou a reivindicação de Alfred ao trono. A Ordem do Leão desde então teve um passado sombrio, e por longos anos eles também foram proscritos. Atualmente eles foram justificados e caíram nas graças do Rei Ulric de Sarleon, sendo os atuais guardiões do reino.^^As Estepes do Sul: Os Nômades D'Shar^^No Sul, ao longo do Deserto de Shavanir é onde está o Principado D'Shar, composto por dezenas de tribos individuais separadas. No auge da fundação do Reino de Pendor, várias tribos apoiaram a paz e a prosperidade que os Reis Pendorianos ofereceram. Paz essa que se transformou em uma aliança e essas tribos começaram a negociar com os reinos ao norte. As tendas e barracas improvisadas que eles estabeleceram nas planícies de D'Shar, ao longo de várias gerações tornaram-se pequenas cidades fortificadas e aldeias. Eles já não eram nômades, mas se estabeleceram, construíram casas e plantaram lavouras. Sua prosperidade rapidamente impulsionou essas proeminentes tribos nas planícies D'Shar. Contudo, as tribos que estavam fortemente ligadas aos velhos costumes permaneceram nômades e rejeitaram completamente os "moradores da cidade", passando a assaltar as muitas caravanas que entravam e saíam de tais locais. Isso causou uma grande tensão entre as cidades e os nômades tribais mais próximos do grande deserto.^^O Sudeste: O Império e o Culto da Serpente^^Os remanescentes em Pendor do Grande Império Baccus são agora chamados apenas de "O Império". No entanto, uma parte da antiga República Baccus (fase pré-imperial por várias centenas de anos) teve uma profunda influência sobre o General Oasar, pois ele decretou que um conselho democrático de Lordes selecionaria cada novo "Suserano" quando o governante existente morresse ou atingisse a idade de sessenta anos. A força militar do Império poderia, há muito tempo, ter avançado em direção ao norte até o coração de Pendor, conquistando as cidades em seu caminho, mas não o fizeram devido os laços que o Império tinha com sua terra natal, além do Mar do Sul, que os atormentariam até o fim. O Culto da Serpente tem sido uma constante ameaça, tanto política quanto bélica, uma vez que eles quase corromperam com sucesso, de dentro para fora, a classe dominante do Império. Não ajudou o fato de que muitos civis e nobres até recentemente apoiavam abertamente o caminho da Serpente. Tudo isso mudou. O atual imperador, Marius I, teve sucesso em banir os sacerdotes e templos das cidades do Império. Este feito diplomático resultou em mais uma guerra total entre o sacerdócio e o Império e batalhas dentro e ao redor de cidades e castelos do Império eram comuns. Os adoradores da Serpente em Pendor foram para a clandestinidade e receberam ajuda do outro lado do Mar do Sul, onde o coração da Serpente reside. Marius I, habilmente virou o jogo no sacerdócio e mostrou aos povos do Império as profundezas de sua depravação profana. Escapar do beijo da morte de uma Sacerdotisa da Serpente é uma forte motivação para o cidadão comum ajudar seu imperador nessa tarefa.^^O Leste: os membros da tribo Jatu^^Ao longo das planícies orientais de Pendor estão as estepes dos Jatu. Os Jatu originais viveram do outro lado do Mar do Sul, em uma terra de vastas planícies. Eles eram um povo nômade ferozmente independente, bem versado com arco e lança. Os Jatu são habilidosos cavaleiros e os meninos desde cedo aprendem a lutar montados em cavalos. Após anos de conflito, o Império Baccus negociou um acordo com os líderes Jatu em troca da paz. Os Jatu forneceriam mercenários para o Império conquistar outras terras. Quando o General Oasar invadiu Pendor, seu principal complemento da cavalaria eram os Senhores dos Cavalos Jatu. Quando chegou a notícia de que o Grande Império Baccus estava em frangalhos e que o Imperador estava morto, os líderes da Guerra Jatu não tiveram como voltar para sua terra natal. Em vez disso, eles deixaram o serviço de Oasar, invadiram dezenas de aldeias a procura de mulheres e viajaram para o norte para estabelecer uma nova pátria para o seu povo. Uma sociedade fechada que recusa o comércio e as aberturas diplomáticas, esses guerreiros atacarão qualquer um em seus domínios.^^Em todos os lugares: em geral, todos aqueles com armas e vontade de usá-las^^Assim que os exércitos do Império começaram baixar a guarda e a chamar o Sul de Pendor de seu, as mais desagradáveis características pelas quais o antigo Império Baccus era famoso começaram a emergir. A Irmandade Vermelha é uma confederação de sociedades secretas que cruzou as fronteiras de Pendor. Eles são bandidos, ladrões, escravizadores, negociam planos perversos ​​e vendem tudo o que podem. Você vai achá-los às vezes úteis e, às vezes, eles ficarão contentes em aliviá-lo de suas posses e talvez de sua vida. A milícia da cidade e vários senhores tentam eliminá-los quando os encontram, mas eliminá-los das várias cidades é como tentar matar a infestação de ratos com um pedaço de pau. Você nunca consegue pegar todos eles. Observe que as várias gangues da Irmandade Vermelha operam independentemente umas das outras.^^Embora existam muitos perigos em Pendor para se ter cuidado, talvez um dos mais perigosos sejam os vários Cavaleiros Renegados que vagam pelo interior. Esses cavaleiros são de várias origens, alguns são de ordens de cavaleiros proscritas, outros são distorcidos pela magia selvagem dos itens que carregam, e alguns estão apenas empenhados em destruir qualquer um que cruze seu caminho. Uma coisa é certa, eles são mortais.^^Existem muitas religiões e crenças nas terras de Pendor. A maioria delas são benevolentes e mantém uma doutrina que é a ponte entre a vida e a morte com um código de conduta que abre o caminho para uma vida agradável. Algumas das religiões não benevolentes estão empenhadas na destruição e no ódio. Esses seguidores são considerados hereges por outras religiões e são vistos como algo a ser eliminado. Os hereges geralmente acreditam no sacrifício humano e em outros rituais sombrios e, na melhor das hipóteses, são desagradáveis. Na pior das hipóteses, eles trazem as coisas de seus piores pesadelos à vida.^^Em suas viagens, você encontrará companhias aventureiras. Esses grupos de aventureiros são de origens variadas e têm muitos objetivos diferentes. Alguns estão em missões para vários senhores, alguns são caçadores de recompensas e outros ainda são exploradores das antigas cidades destruídas há muito tempo. Se acontecer de eles se interessarem por você, esteja preparado para qualquer coisa, pois são esses autodenominados heróis que aparecem nos lugares mais improváveis, com os equipamentos mais irreais e fazem o impossível.^^Para o Extremo Oriente: os Noldor.^^O último vestígio remanescente conhecido das raças mais antigas são os Noldor. A guerra dos Titãs foi horrível, e as cidades outrora graciosas dessas pessoas há muito foram destruídas. Apenas este lugar, escondido de estranhos, permanece de sua civilização. Os Noldor já foram maravilhosos trabalhadores da magia, mas um dos resultados do grande conflito foi que eles não eram mais capazes de invocar as armadilhas e feitiços que eram tão centrais em suas vidas. Ainda assim, alguns de seus encantamentos menores ainda estão funcionando, como evidenciado por suas habilidades quase sobrenaturais no campo de batalha. Ninguém que cruza os caminhos dos Noldor sai ileso.^^
ip_pendor_orders|Pendor: As Ordens de Cavalaria
