ui_force_vsync|Forçar Sinc. Vertical
ui_module_newer_than_application|O módulo selecionado não funciona com esta versão do jogo. Recomenda-se que não o utilize. Para remediar isto, você pode verificar se há uma nova versão.
ui_module_older_than_application|O módulo selecionado foi criado para uma versão antiga do jogo e pode não funcionar nesta versão. Você pode tentar utilizá-lo, mas talvez tenha problemas. Para remediar isto, verifique se há uma nova versão.
ui_m_low|Baixa
ui_m_high|Alta
ui_m_ultra_high|Muito Alta
ui_force_single_threading|Forçar Single Threading
ui_not_enough_memory|Parece que você tem %d MB de espaço em sua memória virtual. Mount&Blade Warband requer ao menos 700 MB de memória para poder funcionar sem problemas. Se Mount&Blade Warband crashar enquanto joga, por favor, feche alguns outros programas antes de começar a jogar Mount&Blade Warband ou aumente sua memória virtual em Painel de Controle -> Menu Sistema.
ui_install|Instalar Mount&Blade Warband
DirectXText|"Mount&Blade Warband requer DirectX 9.0c ou superior para funcionar. Este computador não atende tal requisito. Para solucionar o problema, você deve baixar e instalar a última versão do DirectX no site da Microsoft. Quer visitar a página de download do DirectX agora?"
NoMountAndBladeText|"Mount&Blade Warband não foi instalado neste computador. Por favor, baixe o instalador completo em www.taleworlds.com e utilize-o para instalar o jogo".
ui_SavegamesText|"Deseja manter os seus saves?"
ui_trialmode_online|Mount&Blade Warband está sendo executado em versão de teste. Neste modo, você pode jogar livremente até que seu personagem atinja o nível 7. Para continuar, por favor, compre uma licença na TaleWorlds.com. Levará apenas um minuto para comprá-la online e desbloquear o modo completo.
ui_launch_activate|Introduzir número de série
ui_trialmode2_online|Após comprar uma licença, você obterá um número de série.\nPara desbloquear a versão de teste siga a...
ui_trialmode3_online|Ou se não quiser comprar o jogo, também pode...
ui_trialmode4_online|Nosso processo de vendas online é completamente seguro e respeita os direitos dos nossos clientes em termos de segurança, privacidade, cópias de segurança e otimização de seus computadores. Se quiser saber mais sobre a nossa política de vendas, por favor, faça um visita à:
ui_ondemand_textures|Carregar Texturas à Pedido
ui_language|Linguagem:
ui_steam_not_running|Steam não pôde iniciar-se corretamente. Steam deve estar aberta para jogar.
ui_switch_to_turkish_explanation|Oyunun dilini Turkce'ye cevirmek ister misiniz?
ui_switch_to_turkish_yes|Evet
ui_switch_to_turkish_no|Hayir
ui_new_version_message|Uma nova versão está disponível. Quer visitar a página para baixá-la?
ui_enable_version_check|Habilitar Versão de Teste
ui_disable|Desabilitar
ui_yes2|Sim
ui_no2|Não
ui_new_version_message2|Uma nova versão está disponível. Por favor, visite o portal online onde você adquiriu o jogo para baixar a última versão.
