mno_join2|Juntar-se ao Fierdsvain e tomar o controle de Windholm.
mno_finish|Finalizar as atuais melhorias.
mno_give|Me dê Escudeiros e Cavaleiros da Ordem.
mno_back|Voltar ao menu de teste.
menu_camp_balance|Escolha sabiamente:
mno_lords|Calcular as forças dos lordes.
mno_calcmercs|Gerar mercenários e mostrar a força.
mno_limits0|Definir modelo limite para 0.
mno_limits50|Definir modelo limite para 50.
menu_camp_hostile_party|Tropa escolhida:{s4} ({reg4})
mno_add1|Aumentar em 1
mno_spawn|Gerar um exército com 100 tropas!
menu_camp_quests35|Selecione uma opção:
mno_tavern_assassin|Assassino da Taverna
mno_rescue_daughter|Resgatar a filha
mno_escort_peasants|Escoltar camponeses
mno_order_bounty|Caça de recompensa da Ordem
menu_camp_economy|Selecione uma opção:
mno_camp_economy_listcenters|Listar todos os centros
mno_camp_economy_listprices|Listar a média de preços
mno_camp_economy_centergoods|Ver dados do centro mais próximo
mno_camp_economy_market_towns|Ver o mercado das cidades
mno_camp_economy_centerresetall|Redefinir todos os preços para 1000
mno_camp_economy_cycle|Atualizar o ciclo para os preços de todos os bens de comércio
mno_camp_economy_back|Voltar ao menu de teste.
menu_camp_economy_markets|{s2}
menu_camp_economy_center|{s2}
menu_camp_economy_view|{s2}
menu_camp_economy_prices|{s2}
menu_camp_noldor|Selecione uma opção:
mno_test_noldor_friend|Faça de mim um amigo dos Noldor (30)
mno_test_noldor_friend2|Faça de mim um apoiador dos Noldor (15) - habilita a missão
mno_test_noldor_enemy|Faça de mim um inimigo dos Noldor (-10)
mno_test_noldor_tournament|Iniciar um torneio Noldor
mno_test_noldor_trader|Renovar o inventário do mercador.
mno_test_noldor_prize|Me dê um prêmio Noldor!
mno_camp_noldor_back|Voltar ao menu de teste.
menu_test_heartbeat|Selecione uma opção:
mno_test_heartbeat_generate|Gerar uma missão de campanha
mno_camp_heartbeat_back|Voltar ao menu de acampamento.
menu_camp_achieve|Selecione uma opção:
mno_camp_achieve_all|Me dê todas as conquistas
mno_camp_achieve_none|Limpar todas as conquistas
mno_camp_achieve_notify|Rever todas as notificações
mno_camp_achieve_back|Voltar ao menu de teste principal.
menu_camp_honor|Selecione uma opção:
mno_camp_honor_kotd|Me dê 10 tropas do Dragão
mno_camp_honor_kors|Me dê 10 tropas do Leão
mno_camp_honor_ei|Me dê 10 Mortais do Império
mno_camp_honor_dsw|Me dê 10 Cavaleiros da Areia D'Shar
mno_camp_honor_lv|Me dê 10 Damas Einherjars
mno_camp_honor_kotg|Me dê 10 Cavaleiros do Grifo
mno_camp_honor_kotf|Me dê 10 Cavaleiros e Garras do Falcão
mno_camp_honor_korc|Me dê 10 Cavaleiros da Cruz Radiante
mno_camp_honor_rocc|Me dê 10 Patrulheiros do Chamado de Clarion
mno_camp_honor_kotdw|Me dê 10 Cavaleiros da Aurora
mno_camp_honor_koteg|Me dê 10 Cavaleiros da Manopla de Ébano
mno_camp_honor_slc|Me dê 10 Marini dos Legionários das Sombras
mno_camp_honor_sr|Me dê 10 Patrulheiros da Bruma de Prata
mno_camp_honor_koe|Me dê 10 Cavaleiros do Entardecer (e a Dama Fantasma)
mno_camp_honor_back|Voltar ao menu de teste.
menu_camp_cool|Selecione uma opção:
mno_camp_cool_ha|Me dê 100 Heroínas
mno_camp_cool_ham|Me dê 100 Heróis
mno_camp_cool_jmr|Me dê 100 Cavaleiros Mercenários Jatu
mno_camp_cool_mhc|Me dê 100 Cavalarias Pesadas de Marleons
mno_camp_cool_rkk|Me dê 100 Guardas Reais de Ravenstern
mno_camp_cool_dda|Me dê 100 Arqueiros Djaha D'Shar
mno_camp_cool_ntk|Me dê 100 Cavaleiros do Crepúsculo Noldor
mno_camp_cool_nmr|Me dê 100 Patrulheiras Noldor
mno_camp_cool_nr|Me dê 100 Patrulheiros Noldor
mno_camp_cool_kjk|Me dê 100 Kajahars do K'Juda
mno_camp_cool_dg|Me dê 100 Guias da Condenação
mno_camp_cool_os|Me dê 100 Caçadoras de Presságios
mno_camp_cool_more|Mais tropas legais...
mno_camp_cool_back|Voltar ao menu de teste.
menu_camp_cool2|Selecione uma opção:
mno_camp_cool_05|Me dê Tropas Especializadas
mno_camp_cool2_dli|Me dê 100 Infantarias da Legião do Medo
mno_camp_cool2_ak|Me dê 100 Cavaleiros Anaconda
mno_camp_cool2_fr|Me dê 100 Regressados Decaídos
mno_camp_cool2_dm|Me dê 100 Magni Demoníacos
mno_camp_cool2_hm|Me dê 100 Convocadores Hereges
mno_camp_cool2_back|Voltar ao menu de teste
menu_camp_regular|Selecione uma opção:
mno_camp_regular_Mettenheim|Me dê tropas de Mettenheim
mno_camp_regular_Singalian|Me dê tropas Singalian
mno_camp_regular_Veccavian|Me dê uma companhia de Veccavia
mno_camp_regular_Sarleon|Me dê uma companhia de Sarleon
mno_camp_regular_Ravenstern|Me dê uma companhia de Ravenstern
mno_camp_regular_DShar|Me dê uma companhia D'Shar
mno_camp_regular_Fierdsvain|Me dê uma companhia do Fierdsvain
mno_camp_regular_Empire|Me dê uma companhia do Império
mno_camp_regular_pendor|Me dê uma companhia de Pendor
mno_camp_regular_back|Voltar ao menu de teste.
menu_camp_minor|Selecione uma opção:
mno_camp_minor_eventide|Gerar uma Patrulha de Cavaleiros do Entardecer
mno_camp_minor_dawn|Gerar uma Patrulha de Cavaleiros da Aurora
mno_camp_minor_ebony|Gerar uma Patrulha de Cavaleiros de Ébano
mno_camp_minor_1|Gerar um Exército de Vanskerry
mno_camp_minor_2|Gerar um Exército de Hereges
mno_camp_minor_3|Gerar um Exército do Culto da Serpente
mno_camp_minor_4|Gerar um Exército das Montanhas da Névoa
mno_camp_minor_5|Gerar um Exército Jatu
mno_camp_minor_6|Gerar uma Patrulha Noldor
mno_camp_minor_7|Gerar um Exército de Inquisição
mno_camp_minor_8|Gerar um Exército de Camponeses Revoltados
mno_camp_minor_back|Voltar para o menu de teste principal.
menu_camp_hero|Selecione uma opção:
mno_camp_hero_1|Gerar As Três Videntes
mno_camp_hero_2|Gerar Alaric von Brouhaha
mno_camp_hero_3|Gerar Sir Boris, o Corvo
mno_camp_hero_4|Gerar Burilgi, o Usurpador
mno_camp_hero_5|Gerar Legião do Medo
mno_camp_hero_6|Gerar Eyegrim, o Devorador
mno_camp_hero_7|Gerar Oswald de Fleur
mno_camp_hero_8|Gerar Sheik Shalavan
mno_camp_hero_more|Mais opções para gerar...
mno_camp_hero_back|Voltar para o menu de teste principal.
menu_camp_hero2|Selecione uma opção:
mno_camp_hero_9|Gerar Wolfbode, o Assassino
mno_camp_hero_10|Gerar Syla Uzas
mno_camp_hero_11|Gerar Espada do Grifo
mno_camp_hero_12|Gerar Kodan Espada-de-Ferro
mno_camp_hero_13|Gerar Aeldarian
mno_camp_hero_14|Gerar Ithilrandir
mno_camp_hero_15|Gerar K'Juda, o Devastador
mno_camp_hero_16|Gerar Senhor da Guerra Zulkar
mno_camp_hero2_back|Voltar para o menu de teste principal.
menu_camp_hero3|Selecione uma opção:
mno_camp_hero_17|Spawn Obrist Heynrich
mno_camp_hero_18|Spawn Verante Kruus
mno_camp_hero_19|Spawn Rufio of Barclay
mno_camp_hero_20|Spawn Sebastokrator Kaspax
mno_camp_hero_21|Spawn Holy Inquisitor Rasmus Devatica
mno_camp_hero_22|Spawn Toblik's Veccavian Renegades
mno_camp_hero3_back|Voltar para o menu de teste principal.
menu_camp_horsemen_apocalypse|NÃO tente fazer isso no seu jogo principal, pois isso pode arruinar o seu jogo.
mno_camp_horsemen_apocalypse_1|Chamar heróis independentes.
mno_camp_horsemen_apocalypse_2|Chamar lordes de Sarleon.
mno_camp_horsemen_apocalypse_3|Chamar lordes de Ravenstern.
mno_camp_horsemen_apocalypse_4|Chamar lordes D'Shar.
mno_camp_horsemen_apocalypse_5|Chamar lordes do Fierdsvain.
mno_camp_horsemen_apocalypse_6|Chamar lordes do Império.
mno_camp_horsemen_apocalypse_back|Voltar ao menu de teste.
menu_camp_victory|Selecione uma opção:
mno_camp_victory_simple|Tela de vitória simples
mno_camp_victoryold|Tela de vitória antiga
mno_camp_victory_back|Voltar para o menu de teste principal.
menu_camp_fun|Selecione uma opção:
mno_camp_fun_village|Queimar tudo: {s7}
mno_camp_fun_twins|Gerar gêmeos malignos!
mno_camp_fun_female|Tornar os soldados em mulheres!
mno_camp_fun_undead|Tornar os soldados em mortos-vivos!
mno_camp_fun_back|Voltar para o menu de teste principal.
menu_camp_autoloot|Selecione uma opção:
mno_camp_autoloot_choose_item|Alterar tipo de item: {s3}
mno_camp_autoloot_cavalry_toggle|Restrição de Cavalaria: {s7}
mno_camp_autoloot_item_trade|Rever/comprar itens
mno_camp_autoloot_calc|Calcular a média e desvio padrão para os atributos dos itens.
mno_camp_autoloot_score|Publicar todas os resultados de auto-pilhagem
mno_camp_autoloot_top20|Publicar os top 20 resultados de auto-pilhagem
mno_camp_autoloot_back|Voltar para o menu de teste principal.
menu_camp_companion|Selecione uma opção:
mno_camp_comp_recruit|Recrutar todos os 20 companheiros.
mno_camp_comp_linked|Conversa aleatória ligada.
mno_camp_comp_toplayer|Observação aleatória para o jogador.
mno_cheat_all_companions_to_basic_level|Todos os companheiros para o nível básico.
mno_camp_comp_back|Voltar para o menu de teste principal.
menu_camp_vader2|O que você quer testar hoje?
mno_camp_vader_ht|Me dê tropas de Honra...
mno_camp_vader_ct|Me dê tropas legais...
mno_camp_vader_rt|Me dê tropas normais...
mno_camp_vader_mf|Gerar uma fação menor...
mno_camp_vader_sh|Gerar um herói especial...
mno_camp_vader_ha|Cavaleiros do Apocalipse...
mno_camp_vader_balance|Balancear grupos...
menu_camp_action|Escolha uma ação:
mno_camp_recruit_prisoners|Recrutar alguns prisioneiros para seu grupo.
mno_action_read_book|Selecionar um livro para ler.
mno_action_rename_party|Renomear seu grupo.
mno_action_rename_kingdom|Renomear seu reino.
mno_action_change_vassal_title|Definir os títulos de seus vassalos nobres.
mno_action_rename_order|Renomear sua Ordem.
mno_action_rename_old_ruins|Renomear acampamento nas ruínas antigas.
mno_action_modify_banner|Modificar seu estandarte.
mno_action_retire|Aposentar-se.
mno_camp_action_4|Voltar ao menu de acampamento.
menu_camp_recruit_prisoners|Você oferece a liberdade a seus prisioneiros se eles concordarem em se juntar ao seu grupo como soldados. {s18}
mno_camp_recruit_prisoners_accept|Aceitá-los.
mno_camp_recruit_prisoners_reject|Rejeitá-los.
menu_camp_no_prisoners|Você não tem prisioneiros para recrutar.
menu_camp_action_read_book|Escolha um livro para ler:
mno_action_read_book_1|{s1}.
mno_action_read_book_2|{s1}.
mno_action_read_book_3|{s1}.
mno_action_read_book_4|{s1}.
mno_action_read_book_5|{s1}.
mno_action_read_book_6|{s1}.
mno_action_read_book_7|{s1}.
mno_action_read_book_8|{s1}.
mno_action_read_book_9|{s1}.
mno_action_read_book_10|{s1}.
mno_action_read_book_11|{s1}.
menu_camp_action_read_book_start|{s1}
menu_retirement_verify|Você está no dia {reg0}. Sua sorte atual é {reg1}. Tem certeza de que deseja se aposentar?
mno_retire_yes|Sim.
mno_retire_no|Não.
menu_end_game|A decisão está tomada, você optou por deixar suas aventuras para se estabelecer e ter uma vida tranquila. Você vende suas armas e armaduras, reúne todo seu dinheiro e cavalga para o pôr do sol...
mno_end_game_bye|Adeus.
menu_cattle_herd|Você encontra um rebanho de gado.
mno_cattle_drive_away|Conduzir o gado para a frente.
mno_cattle_stop|Parar o rebanho.
mno_cattle_kill|Abater alguns dos animais.
mno_leave|Deixar.
menu_cattle_herd_kill|Quantos animais você quer abater?
mno_cattle_kill_1|Um.
mno_cattle_kill_2|Dois.
mno_cattle_kill_3|Três.
mno_cattle_kill_4|Quatro.
mno_cattle_kill_5|Cinco.
menu_arena_duel_fight|Você e seu oponente se preparam para lutar pela honra.
menu_simple_encounter|{s2} Você tem {reg10} tropas aptas para batalhar contra as {reg11} tropas inimigas.
mno_encounter_attack|Atacar o inimigo.
mno_encounter_order_attack|Ordenar suas tropas para atacar sem você.
mno_encounter_leave|Deixar.
mno_encounter_retreat|Recuar, deixando alguns soldados para cobrir sua retirada.
mno_encounter_surrender|Render-se.
menu_encounter_surrender_confirm|Você quer se render?
mno_encounter_surrender_yes|Sim, não há esperança.
mno_encounter_surrender_no|Não! Lutarei até o fim.
menu_encounter_retreat_confirm|Como membro do exército com a maior habilidade em Tática, ({reg2}), {reg3?você idealiza:{s3} idealiza} um plano que permitirá a você e seus homens escaparem com vida, mas terá que deixar {reg4} soldados para trás, a fim de evitar que o inimigo lhes persiga.
mno_leave_behind|Continuar. O sacrifício destes homens salvará os demais.
mno_dont_leave_behind|Não. Não deixaremos ninguém para trás.
menu_encounter_retreat|Você ordena a {reg4} de suas tropas que contenham o inimigo enquanto você se retira do campo de batalha com o resto do exército.
menu_order_attack_begin|Suas tropas se preparam para atacar o inimigo.
mno_order_attack_begin|Ordenar que o ataque comece.
mno_call_back|Ordenar a seus soldados para retornar.
menu_order_attack_2|{s4}^^Suas baixas: {s8}^^Baixas inimigas: {s9}^^Aliados restantes: {reg10}^Inimigos restantes: {reg11}
mno_order_attack_continue|Ordenar a seus soldados para continuar o ataque.
mno_order_retreat|Ordenar a seus soldados para retornar.
menu_battle_debrief|{s11}^^Suas baixas:{s8}{s10}^^Baixas inimigas:{s9}^^Contagem de baixas:{s12}
menu_total_victory|Você não deveria estar lendo isto... {s9}
menu_enemy_slipped_away|{s17}
menu_permanent_damage|{s0}
mno_s0|{s0}
menu_pre_join|Você se depara com uma batalha entre {s2} e {s1}. Você decide...
mno_pre_join_help_attackers|Mobilizar suas tropas para ajudar {s2}.
mno_pre_join_help_defenders|Prestar auxílio a {s1}.
mno_pre_join_leave|Não se envolver.
menu_join_battle|Você está ajudando {s2} a combater {s1}. Você possui {reg10} soldados aptos para a batalha contra as {reg11} tropas inimigas.
mno_join_attack|Avançar contra o inimigo.
mno_join_order_attack|Ordenar a seus soldados para atacar com seus aliados enquanto você mantém distância.
mno_join_leave|Deixar.
menu_join_order_attack|{s4}^^Suas baixas: {s8}^^Baixas aliadas: {s9}^^Baixas inimigas: {s10}^^Aliados restantes: {reg10}^Inimigos restantes: {reg11}
menu_salt_mine|Você entra nas Minas ocultas de Al-Aziz.
mno_enter|Entrar.
menu_four_ways_inn|Você chega à taverna As Quatro Direções.
menu_test_scene|Você entra no cenário de testes.
menu_dhorak_keep|Você chega ao Forte Dhorak.
menu_join_siege_outside|{s1} está sob o cerco de {s2}.
mno_approach_besiegers|Aproximar-se do campo de cerco.
mno_pass_through_siege|Atravessar as linhas do cerco e entrar em {s1}.
menu_cut_siege_without_fight|Os sitiadores deixam você avançar sem qualquer desafio.
menu_besiegers_camp_with_allies|{s1} permanece sob cerco. Os estandartes de {s2} ondeiam sobre o acampamento dos sitiadores, onde você e seus homens são bem-vindos.
mno_talk_to_siege_commander|Solicitar uma audiência com o comandante.
mno_join_siege_with_allies|Juntar-se ao próximo assalto.
mno_join_siege_stay_back|Ordenar a seus soldados que se juntem ao próximo assalto sem você.
menu_castle_outside|Você se encontra nos arredores do {s2}.{s11} {s3} {s4}
mno_approach_gates|Aproximar-se dos portões e saudar os guardas.
mno_town_sneak|Disfarçar-se e tentar entrar despercebido na fortaleza.
mno_castle_start_siege|Sitiar {reg6?a cidade:o castelo}.
mno_castle_leave|Deixar
menu_castle_guard|Você se aproxima dos portões. Os homens nas muralhas {reg63?o:a} vigiam de perto.
mno_request_shelter|Solicitar sua entrada ao castelo.
mno_request_meeting_commander|Solicitar uma audiência com alguém.
mno_guard_leave|Deixar
menu_castle_entry_granted|Após uma breve espera, os guardas abrem os portões e permitem a entrada de seu grupo.
menu_castle_entry_denied|O lorde deste castelo proibiu a sua entrada nestas muralhas e o sargento da guarda lhe informa que dará ordem de disparo caso você se aproxime ainda mais.
menu_castle_meeting|Com quem você deseja falar?
mno_guard_meet_s5|{s5}.
mno_forget_it|Esquecer isso.
menu_castle_meeting_selected|Sua petição é transmitida e finalmente o {s6} aparece no pátio para falar com você.
menu_castle_besiege|Você sitia {s1}. {s2} {s3}
mno_siege_request_meeting|Solicitar uma audiência com o comandante do castelo.
mno_wait_24_hours|Esperar até amanhã.
mno_castle_lead_attack|Liderar seus soldados em um assalto.
mno_attack_stay_back|Ordenar a seus soldados para atacar enquanto você mantém distância...
mno_build_ladders|Preparar as escadas para atacar as muralhas.
mno_build_siege_tower|Construir uma torre de cerco.
mno_lift_siege|Abandonar o cerco.
menu_siege_attack_meets_sally|Os defensores se preparam para repelir seu assalto.
menu_castle_besiege_inner_battle|{s1}
menu_construct_ladders|Como membro do exército com a maior habilidade em Engenharia ({reg2}), {reg3?você estima:{s3} estima} que vai demorar {reg4} horas para construir escadas suficientes para o assalto.
mno_build_ladders_cont|Iniciar a construção.
menu_construct_siege_tower|Como membro do exército com a maior habilidade em Engenharia ({reg2}), {reg3?você estima:{s3} estima} que construir uma torre de cerco para o assalto levará {reg4} horas.
mno_build_siege_tower_cont|Iniciar a construção.
menu_castle_attack_walls_simulate|{s4}^^Suas baixas:{s8}^^Baixas inimigas: {s9}
menu_castle_attack_walls_with_allies_simulate|{s4}^^Suas baixas: {s8}^^Baixas aliadas: {s9}^^Baixas inimigas: {s10}^^Aliados restantes: {reg10}^Inimigos restantes: {reg11}
menu_castle_taken_by_friends|Nada para ver aqui.
menu_castle_taken|{s3} caiu ante suas tropas e agora você tem o total controle {reg2?da cidade:do castelo}.{reg1? Você pode posicionar tropas aqui para defender a fortaleza contra inimigos que possam tentar recapturá-la. Além disso, você deve escolher se vai manter {reg2?a cidade:o castelo} para si ou dar a um fiel vassalo...:}
menu_castle_taken_2|{s3} caiu ante suas tropas e agora você tem o total controle do castelo. É hora de enviar uma mensagem ao {s9} para comunicar sua vitória. {s5}
mno_castle_taken_claim|Solicitar que {s3} seja concedido a você.
mno_castle_taken_claim_2|Solicitar que {s3} seja concedido {reg63?à sua esposa:ao seu marido}.
mno_castle_taken_no_claim|Não pedir recompensas.
menu_requested_castle_granted_to_player|Você recebe uma mensagem de seu suserano, {s3}.^^ {reg4?Ela:Ele} decidiu lhe conceder {s2}{reg3? e a aldeia vizinha de {s4}:} junto a todos os seus rendimentos e títulos, para que você administre em seu nome, enquanto mantiver seu juramento de lealdade.
